Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Germany, East",imports ,Europe,4.15,4.16,4.292,4.605,4.208,3.836,4.872,7.451,5.759,5.874,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Germany, West",imports ,Europe,19.221,21.927,20.214,23.687,19.49,18.83,20.785,22.177,22.706,21.491,25.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.003,0.004,0.004,0.0,0.06,0.065,0.065,0.9,0.4,0.6,0.45,1.046,0.945,0.878,0.815,0.629,0.435,0.275,0.198,0.106,0.081,0.128,0.027,0.051,0.223,0.745,0.32,0.14,0.127,0.058,0.058726223
Gibraltar,imports ,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,imports ,Europe,0.654,0.398,0.771,1.915,2.591,0.948,1.584,0.977,0.7,1.028,1.33,1.498,0.967,1.093,0.82,1.4,2.66,3.01,2.5,1.811,1.729,3.562,4.602,4.169,4.854,5.616,6.14,6.412,7.575,7.601,8.517001,7.18,5.954001,5.788001,9.461,11.080998,9.833,8.696,8.55,11.067,9.8285567,7.5831879
Greenland,imports ,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadeloupe,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Guam,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.021,0.018,0.023,0.245,0.123,0.095,0.055,0.031,0.041,0.023,0.008,0.00811,0.005,0.037,0.362,0.511,0.372,0.313,0.708,0.585,0.747,0.891,0.82573,1.141,1.085,1.085
Guinea,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea-Bissau,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guyana,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.012,0.015,0.02,0.015,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haiti,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawaiian Trade Zone,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,imports ,Central & South America,0.007,0.008,0.008,0.008,0.002,0.002,0.01,0.009,0.005,0.005,0.005,0.005,0.002,0.016,0.017,0.005,0.005,0.12,0.06,0.15,0.281,0.308,0.415,0.331,0.357,0.058,0.019,0.012,0.0,0.001,0.022,0.195,0.188,0.115,0.827,0.1517,0.3136,0.4461,0.3723,0.2595,0.292,0.292
Hong Kong,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,3.753,5.875,7.6,7.876,7.02,9.0,10.204,10.4,10.182,10.397,9.837,11.001,10.897,10.959,10.801,10.963,10.511,10.735,11.156,9.969,10.288,11.742,11.621,12.576,12.599,12.382,12.7,12.555
Hungary,imports ,Europe,10.182,10.625,10.421,10.817,11.589,12.732,11.862,12.61,13.614,12.959,13.309,8.409,4.85,3.25,3.0,3.21,3.47,4.41,4.042,3.403,9.523,10.403,12.605,14.077,10.524,15.637,15.393,14.68,12.774,10.972,9.897,14.664,16.970001,16.635,19.079,19.935,17.951001,19.802999,18.6130001,19.853,19.1760001,19.967019
Iceland,imports ,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,imports ,Asia & Oceania,0.005,0.005,0.006,0.004,0.006,0.016,0.17,0.885,1.095,0.928,1.0,1.4,1.425,1.44,1.55,1.675,1.65,1.575,1.49,1.35,1.54,1.5,1.52,1.748,1.735,1.763,2.957,5.23,5.899,5.359,5.61,5.253,4.795,5.598,5.008,5.244,5.617,5.072,4.396,6.351,9.318,7.443109361
Indonesia,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00126,0.00222,0.00254,0.00299,0.00303,0.00899,0.01275,0.6927,1.11947,1.49589,1.68312,1.553,0.97273
Iran,imports ,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.138,0.745,0.977,1.489,2.17,2.084,2.54,1.842,1.684,2.068,3.015,3.656,3.897,3.707,3.772,4.148,4.221,3.852,2.588,2.738,2.738,2.738
Iraq,imports ,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.318,1.241,2.688,2.196,2.973,5.585,5.442,7.233,10.17,12.202,12.251,13.104,11.965,11.787,21.793,34.396,18.609,18.609
Ireland,imports ,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.064,0.152,0.29,0.169,0.038,0.565,1.176,1.574,2.045,1.787,1.412,0.753,0.939,0.759889,0.731621,0.783605,2.625165,2.853016,1.751975,0.871263,1.116408,1.6215188,2.1795789,1.7611118,2.3094839
Israel,imports ,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.004,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,imports ,Europe,8.072,11.602,10.169,13.968,21.973,25.105,23.928,24.818,31.974,34.454,35.277,35.46,35.9,40.109,38.7,38.7,38.145,39.84,41.633,42.538,44.831,48.926,51.519,51.486,46.426,50.264,46.596,48.931,43.433,47.07,45.987,47.518998,45.407001,44.338001,46.747,50.849,43.181,42.894882,47.1702041,43.9749401,39.7899399,46.5644406
Jamaica,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,imports ,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.14,0.145,0.604,0.296,0.45,0.407,0.65,0.425,0.3,0.322,0.972,0.788,0.741,0.472,0.208,0.547,0.383,0.67,1.738,0.784,0.381,0.435,0.604,0.334,0.051,0.188,0.239,0.381,0.304002067
Kazakhstan,imports ,Eurasia,,,,,,,,,,,,,28.62,27.0,11.6,8.0,6.854,3.5,4.0,3.07,3.1,3.435,2.389,3.506,5.234,3.518,3.955,3.383,2.769,1.71,2.914,2.6,4.252,2.147,1.749,1.618,1.319,1.328,1.561,1.935,1.569,1.569
Kenya,imports ,Africa,0.315,0.194,0.212,0.179,0.215,0.215,0.235,0.176,0.11,0.112,0.11,0.11,0.112,0.273,0.264,0.17,0.15,0.144,0.146,0.1,0.198,0.172,0.222,0.189,0.162,0.028,0.011,0.023,0.025,0.039,0.03,0.034,0.039,0.049,0.158,0.059,0.086,0.23,0.13,0.212,0.1367,0.156934255
Kiribati,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,imports ,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.708,0.768,0.819,3.135,2.773,2.551,0.966,0.684,0.557,1.242,0.825182,0.928492,0.965632,1.311
Kuwait,imports ,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,imports ,Eurasia,,,,,,,,,,,,,5.3,5.618,5.75,6.987,7.116,0.8,0.4,1.25,0.35,0.322,0.385,0.108,0.054,0.0,0.009,0.004,0.102,0.052,0.116,0.174,0.177,0.23,0.286,0.729,0.33,0.0,0.0,0.269,0.353,0.353402348
Laos,imports ,Asia & Oceania,0.008,0.009,0.013,0.025,0.022,0.02,0.017,0.018,0.02,0.013,0.013,0.026,0.041,0.025,0.025,0.043,0.05,0.045,0.13,0.16,0.1,0.182,0.201,0.229,0.278,0.3,0.63,0.79,0.85,1.18,1.21,0.904,1.329,1.272,1.559,2.05,0.862,0.5,0.302,1.345,1.489,1.475335033
Latvia,imports ,Europe,,,,,,,,,,,,,4.05,2.672,2.7,2.65,3.438,1.824,1.9,2.45,2.2,2.3,2.7,2.671,2.733,2.855,2.81,4.964,4.643,4.259,3.973,4.009,4.935,5.005,5.340001,5.245999,4.828001,4.072913,5.1736821,4.6107608,4.1733651,4.6674083
Lebanon,imports ,Middle East,0.232,0.227,0.33,0.291,0.199,0.328,0.373,0.312,0.355,0.38,0.39,0.12,0.11,0.09,0.1,0.31,0.685,0.608,1.054,1.25,1.4,1.1,0.9,0.532,0.216,0.455,0.929,0.972,0.561,1.155,1.245,0.84,0.323,0.522,0.136,0.268,0.069,0.534,0.011,0.09,0.0,0.09
Lesotho,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.206,0.241,0.281,0.31,0.324,0.335,0.318,0.209,0.055,0.012,0.04,0.016,0.038,0.025,0.013,0.04,0.05,0.05,0.124,0.201,0.26,0.31,0.285,0.271,0.261,0.373,0.387,0.4,0.5417,0.5417,0.5310181
Liberia,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.126,0.077,0.069,0.095,0.07,0.056,0.061,0.064,0.088,0.0,0.376,0.302,0.465,0.776,1.259,1.347464251
Lithuania,imports ,Europe,,,,,,,,,,,,,5.338,5.736,7.2,5.27,3.5,4.525,0.45,0.62,0.2,0.2,4.53,4.144,4.293,5.641,5.812,5.846,5.649,4.783,8.174,8.086,8.059999,8.073,8.521,7.938,11.106,11.926201,12.8474999,13.2678461,12.0134418,12.4789812
Luxembourg,imports ,Europe,3.034,3.392,3.551,3.665,3.811,3.945,3.915,4.003,4.496,4.567,4.678,4.855,4.492,4.445,5.04,5.746,5.71,6.032,6.338,6.212,6.457,6.39,6.377,6.481,6.506,6.392,6.824,6.847,6.83,6.022,7.27951,7.09634,6.732099,6.851525,6.961175,7.518756,7.718393,7.56669,7.553012,6.8175187,6.5434911,6.7584659
Macau,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.025,0.047,0.042,0.04,0.039,0.053,0.091,0.1,0.114,0.1,0.14,0.35,0.175,0.17,0.165,0.175,0.1,0.193,0.19,0.18,0.151,0.341,0.965,1.683,2.311,2.2267,2.7865,3.1648,3.8553,4.0586,4.0988,4.0545,4.3058,3.9515,4.911,4.9761,4.8526,5.1923
Madagascar,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,imports ,Asia & Oceania,0.081,0.081,0.07,0.061,0.079,0.056,0.003,0.0,0.003,0.011,0.104,0.128,0.159,0.128,0.101,0.151,0.128,0.081,0.001,0.001,0.001,0.002,0.004,0.0,0.098,0.002,0.004,0.003,0.105,0.014,0.0,0.372,0.105,0.216,0.023,0.013,0.033,0.007,0.02,0.041,0.041,0.042267859
Maldives,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.142,0.349,0.512,0.317,0.113,0.117,0.198,0.2,0.2,0.2
Malta,imports ,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.054,1.527,0.897,0.631,0.657,0.41981,0.547
Martinique,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mauritania,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0041,0.0772,0.069,0.1335,0.125,0.0822,0.1038,0.1085,0.115,0.127,0.138,0.174,0.183,0.183,0.2212,0.185,0.1975,0.2042,0.2,0.2
Mauritius,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,imports ,North America,0.618,0.338,0.009,0.005,0.005,0.135,0.102,0.117,0.167,0.611,0.576,0.617,0.991,0.909,1.14,1.164,1.387,1.805,1.51,0.655,1.069,0.327,0.546,0.087,0.072,0.116,0.523,0.277,0.351,0.346,0.397001,0.596,2.177,1.21,2.123999,1.65,2.231999,2.150999,3.673,3.907,9.965,8.447
Micronesia,imports ,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,imports ,Eurasia,,,,,,,,,,,,,4.55,3.0,0.62,2.0,1.61,1.98,2.0,1.445,1.8,1.5,2.602,3.583,3.361,3.361,3.741,2.931,2.958,1.464,1.464,0.666,0.846,1.456,0.731,0.018,0.004,1.134,0.956,0.644,0.167,3.431
Mongolia,imports ,Asia & Oceania,0.295,0.462,0.774,0.694,0.417,0.153,0.087,0.07,0.075,0.158,0.16,0.084,0.116,0.05,0.1,0.381,0.395,0.335,0.363,0.203,0.181,0.196,0.165,0.171,0.171,0.176,0.242,0.208,0.198,0.1565,0.2629,0.2755,0.366,1.1955,1.3492,1.4168,1.4463,1.5743,1.6657,1.7227,1.6849,1.672156294
Montenegro,imports ,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,1.728,2.167,1.571,1.151,0.732,1.993,1.44,0.388,0.903,1.04,1.21,1.537,0.78,1.196,5.943,5.943
Montserrat,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.103,0.604,0.932,1.3,1.15,0.243,0.25,0.124,0.705,1.8,2.0,1.45,1.35,1.417,1.512,0.802,1.998,3.455,4.261,4.623,4.583,5.131,5.66,5.551,6.138,5.138,5.289,6.058,3.724,0.526,0.856,1.825306484
Mozambique,imports ,Africa,0.056,0.236,0.295,0.294,0.282,0.229,0.305,0.33,0.325,0.325,0.325,0.383,0.325,0.78,0.705,0.6,0.65,0.686,0.585,0.15,1.943,4.8,5.032,7.363,9.267,9.588,9.839,8.568,8.207,8.34,8.533,8.803,8.506,8.388,8.2,8.261,8.383,8.289,8.327,8.276,8.276,8.276
Namibia,imports ,Africa,,,,,,,,,,,0.586,0.851,0.758,1.0,0.813,0.95,1.1,1.295,0.602,0.789,0.64,0.865,1.3,1.38,1.566,1.703,1.948,2.045,2.147,2.202,2.462,2.389,2.226,2.916,2.886,2.678,3.085,2.939,3.449,3.417,2.785,2.785
Nauru,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,imports ,Asia & Oceania,0.039,0.045,0.057,0.063,0.066,0.082,0.053,0.032,0.065,0.117,0.058,0.035,0.146,0.085,0.095,0.084,0.071,0.065,0.2,0.25,0.227,0.12,0.245,0.15,0.241,0.266,0.329,0.425,0.356,0.639,0.694,0.746,0.79,1.319,1.37,1.778,2.175,2.582,2.813,1.729,2.826,2.826
Netherlands,imports ,Europe,0.511,0.333,3.105,4.87,3.658,5.253,2.189,3.644,5.847,5.274,8.679,9.78,8.905,10.572,10.9,12.0,11.285,13.125,12.235,22.405,22.946,21.492,20.87,20.801,21.405,23.691,27.346,23.139,24.967,15.452,15.583,20.62,32.155724,33.252,32.854999,30.76001,24.257626,22.457717,26.7545891,20.4028549,19.773505,20.885399
Netherlands Antilles,imports ,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Caledonia,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicaragua,imports ,Central & South America,0.009,0.012,0.117,0.338,0.268,0.197,0.2,0.2,0.2,0.21,0.21,0.058,0.035,0.0,0.0,0.0,0.02,0.162,0.043,0.08,0.114,0.017,0.016,0.012,0.023,0.025,0.05332,0.06395,0.028,0.002,0.01,0.01,0.02,0.05197,0.022,0.034,0.205,0.327,0.201,0.434,1.071,1.355061335
Niger,imports ,Africa,0.088,0.12,0.134,0.141,0.129,0.129,0.157,0.178,0.182,0.185,0.187,0.188,0.19,0.193,0.197,0.19,0.2,0.196,0.215,0.15,0.204,0.22,0.211,0.235,0.295,0.339,0.4,0.45,0.462,0.535,0.551,0.607,0.637,0.602,0.727,0.782,0.779,0.845,0.992,1.057,1.108,1.158571429
Nigeria,imports ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niue,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Korea,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,imports ,Europe,,,,,,,,,,,,,0.45,0.62,0.23,0.0,0.0,0.0,0.0,0.0,0.12,0.352,0.791,0.953,1.176,1.599,1.795,2.491,2.733,1.438,1.42,2.749,2.741,2.491,3.073,2.656,2.191,2.294,2.297,2.411,2.965204,2.837
Northern Mariana Islands,imports ,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,imports ,Europe,2.039,1.925,0.642,0.431,0.86,4.083,4.212,2.983,1.727,0.314,0.283,3.275,1.359,0.594,4.84,2.301,13.21,8.693,8.046,6.856,1.474,10.745,5.335,13.422,15.309,3.653,9.801,5.285,3.412,5.651,14.673,11.254001,4.191002,10.135001,6.347003,7.371,5.74,6.111,8.339724,12.3530001,4.4961449,8.2350599
Oman,imports ,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,imports ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.109,0.146,0.171,0.199,0.227,0.249,0.269,0.274,0.375,0.419,0.443,0.463,0.496,0.556,0.487,0.514,0.514,0.513412812
Palestinian Territories,imports ,Middle East,,,,,,,,,,,,,,,,,,1.031,1.683,1.523,2.263,2.083,2.307,2.315,2.598,2.862,3.096,3.188,3.864,3.983,4.159,4.622,4.909,4.734,4.935,5.413,5.473,5.577,5.916,6.2491,6.0,6.207428571
